text,published_on,id,code,username,like_count,reply_count,image_count,videos,url,repost_count,keyword,emotion,language_context
"Cheesy experiment alert! Cheese Lava Pie + Black garlic pepperoni! 😅🖤🧄

#pizzatoronto #bestfoodtoronto
#todotoronto #asmr #pizzalovers #pizza #foodtoronto #pizzagourmet
#torontofoodie #pizzagram #foodie #asmrcrunch #120pepperoni #crunchy",1762746061,3762509102959136242_63415756924,DQ3HhgyDY3y,burattinopizzatoronto,20,0,,"['https://instagram.fala6-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQML4N9rG_pnJaQaW4IOkGjMfcK9QaDaUa084mzIlGOprJb9y9hLSxDlJ2KycchfQsrj8Px8oB9LYPvRzKlpuIiIll1v4BOViSSARcs.mp4?_nc_cat=109&_nc_oc=AdlK0hZgyLAfVBoEtQ5jlvafXKbO4zy3B4npJbhI6ibqbGTwOeIlrO7yAZzMpPinkjk&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=sNj0FYThqzwQ7kNvwFCPMYA&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyNjU0OTY4ODU4MjM1MzY0LCJhc3NldF9hZ2VfZGF5cyI6MSwidmlfdXNlY2FzZV9pZCI6MTA4MjcsImR1cmF0aW9uX3MiOjExLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=a1d7dce29340ef12&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ENjRENEIwOTI1M0M4MjREQzRGRkM1RDAyMEIzQzdBNF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRkt3cVNMcW1xemJSUHNDQUNHbjhRNzRMQ0FHYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmyMf6usOrtwkVAigCQzMsF0AnAAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2WWqQEA&_nc_gid=JWVWdxlpTlVsd1DsW1s9qw&_nc_zt=28&oh=00_AfhbeSR9zE4KqDDyj8MTh1ITQo5DIdPND_JDkqW0V9R_nQ&oe=6914B94E', 'https://instagram.fala6-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQML4N9rG_pnJaQaW4IOkGjMfcK9QaDaUa084mzIlGOprJb9y9hLSxDlJ2KycchfQsrj8Px8oB9LYPvRzKlpuIiIll1v4BOViSSARcs.mp4?_nc_cat=109&_nc_oc=AdlK0hZgyLAfVBoEtQ5jlvafXKbO4zy3B4npJbhI6ibqbGTwOeIlrO7yAZzMpPinkjk&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=sNj0FYThqzwQ7kNvwFCPMYA&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyNjU0OTY4ODU4MjM1MzY0LCJhc3NldF9hZ2VfZGF5cyI6MSwidmlfdXNlY2FzZV9pZCI6MTA4MjcsImR1cmF0aW9uX3MiOjExLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=a1d7dce29340ef12&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ENjRENEIwOTI1M0M4MjREQzRGRkM1RDAyMEIzQzdBNF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRkt3cVNMcW1xemJSUHNDQUNHbjhRNzRMQ0FHYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmyMf6usOrtwkVAigCQzMsF0AnAAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2WWqQEA&_nc_gid=JWVWdxlpTlVsd1DsW1s9qw&_nc_zt=28&oh=00_AfhbeSR9zE4KqDDyj8MTh1ITQo5DIdPND_JDkqW0V9R_nQ&oe=6914B94E', 'https://instagram.fala6-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQML4N9rG_pnJaQaW4IOkGjMfcK9QaDaUa084mzIlGOprJb9y9hLSxDlJ2KycchfQsrj8Px8oB9LYPvRzKlpuIiIll1v4BOViSSARcs.mp4?_nc_cat=109&_nc_oc=AdlK0hZgyLAfVBoEtQ5jlvafXKbO4zy3B4npJbhI6ibqbGTwOeIlrO7yAZzMpPinkjk&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=sNj0FYThqzwQ7kNvwFCPMYA&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyNjU0OTY4ODU4MjM1MzY0LCJhc3NldF9hZ2VfZGF5cyI6MSwidmlfdXNlY2FzZV9pZCI6MTA4MjcsImR1cmF0aW9uX3MiOjExLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=a1d7dce29340ef12&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ENjRENEIwOTI1M0M4MjREQzRGRkM1RDAyMEIzQzdBNF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRkt3cVNMcW1xemJSUHNDQUNHbjhRNzRMQ0FHYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmyMf6usOrtwkVAigCQzMsF0AnAAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2WWqQEA&_nc_gid=JWVWdxlpTlVsd1DsW1s9qw&_nc_zt=28&oh=00_AfhbeSR9zE4KqDDyj8MTh1ITQo5DIdPND_JDkqW0V9R_nQ&oe=6914B94E']",https://www.threads.net/@burattinopizzatoronto/post/DQ3HhgyDY3y,0,suicide,sad,english
IM IN A GETAWAY CAR AND IM LOSING MY SOMETHING...,1762820366,3763132438818967714_63098530218,DQ5VQPijdCi,forevermadie22,7,0,,,https://www.threads.net/@forevermadie22/post/DQ5VQPijdCi,0,suicide,sad,english
251108 TWICE 6TH World Tour ( Melbourne ),1762766283,3762678763462267289_63308049721,DQ3uGZcExGZ,dahyun_dubu7,7,0,,,https://www.threads.net/@dahyun_dubu7/post/DQ3uGZcExGZ,0,suicide,sad,english
Rep called out Taylornation,1762819946,3763128917063221794_63098530218,DQ5Uc_pjcIi,forevermadie22,46,0,,,https://www.threads.net/@forevermadie22/post/DQ5Uc_pjcIi,0,suicide,sad,english
Drivers could see dangerous conditions on the roads as overnight snowfall blanketed the Chicago area.,1762771231,3762720158961034515_63079231911,DQ33gyAEuUT,abc7chicago,27,0,,,https://www.threads.net/@abc7chicago/post/DQ33gyAEuUT,0,suicide,sad,english
"BPD individuals have a 50x suicide rate of the general population, leaving 10% of us to die by our own hands. BUT “if” we survive our 20s, things gradually can get better. Happy to report I’m one of those who survived and gradually getting better. It can happen and it’s never too late to suffer less 🫶🏻🫶🏻🫶🏻",1762714863,3762247419946845611_63366031511,DQ2MBhfD8Wr,flora.kasey,17,0,,,https://www.threads.net/@flora.kasey/post/DQ2MBhfD8Wr,0,suicide,sad,english
"And I want to add clarification that I don’t mean my 20s were purely rotten BUT they were extremely heavy: lots of loss, tons of interpersonal conflict, bad self harm through sex and alcohol ~ I more so mean with a deep focus in your recovery (even in doses) I truly believe stability can become obtainable, but the process is icky and trying, I will not ever ignore screaming that part. Sending love to ANYONE with ANY diagnosis or not fighting the tide to stay alive. We can only try our best. ✨",1762744894,3762499333208852385_63366031511,DQ3FTV_jseh,flora.kasey,2,0,,,https://www.threads.net/@flora.kasey/post/DQ3FTV_jseh,0,suicide,sad,english
"turned 19 almost 3 months ago, got my BPD diagnosis 1.5 months ago. it feels fucking impossible that ill survive my 20s, but i want to try anyway",1762743254,3762485579666478308_78503536551,DQ3CLNAjNTk,ur_butch_highness,2,0,,,https://www.threads.net/@ur_butch_highness/post/DQ3CLNAjNTk,0,suicide,sad,english
"Please try! And you are so ahead with a diagnosis that now you can find correct support. I wasn’t properly diagnosed until 27, but I have a ton of experiences in the ups and downs in all the areas of recovery (still going!) and the help that helped me - please don’t hesitate to reach out if you need support on where to focus to move yourself closer to joy. 🫶🏻🫶🏻🫶🏻🫶🏻 it’s a heavy ride but all that intensity can go into something better I promise",1762743818,3762490306412334601_63366031511,DQ3DP_Ijs4J,flora.kasey,1,0,,,https://www.threads.net/@flora.kasey/post/DQ3DP_Ijs4J,0,suicide,sad,english
BPD definitely needs more awareness! We would love to share your story with an AWARE necklace on! Let us know if you're interested,1762733287,3762401972180891871_71502462342,DQ2vKjeEjjf,awarecauses,0,0,,,https://www.threads.net/@awarecauses/post/DQ2vKjeEjjf,0,suicide,sad,english
￼ can we be friends?,1762715852,3762255711162695468_72059096914,DQ2N6LSCX8s,rubengarza1145,0,0,,,https://www.threads.net/@rubengarza1145/post/DQ2N6LSCX8s,0,suicide,sad,english
Thank you for sharing ❤️‍🩹,1762715423,3762252115067676235_63442235774,DQ2NF2KEiZL,petriesaurus,1,0,,,https://www.threads.net/@petriesaurus/post/DQ2NF2KEiZL,0,suicide,sad,english
The Chicago Fire Department is investigating a fire that left multiple people displaced late Sunday night.,1762775459,3762755623856521780_63079231911,DQ3_k3QkkI0,abc7chicago,8,0,,,https://www.threads.net/@abc7chicago/post/DQ3_k3QkkI0,0,suicide,sad,english
The reason Trump thinks Obama is making royalties from Obamacare is because Trump would never do something that benefited millions of Americans unless he got royalties from it.,1762816245,3763097871639023177_63236708853,DQ5NZOWEo5J,martinldart,14764,0,,,https://www.threads.net/@martinldart/post/DQ5NZOWEo5J,0,suicide,sad,english
251109 TWICE 6TH World Tour ( Melbourne ),1762766785,3762682969334178486_63308049721,DQ3vDmdk2K2,dahyun_dubu7,14,0,,,https://www.threads.net/@dahyun_dubu7/post/DQ3vDmdk2K2,0,suicide,sad,english
"Don't share AI generated ICE encounter videos. 
They are being created to desensitize you to the cruelty of the real videos. 

If you see them, report them.",1762811574,3763058686387096669_63098006305,DQ5EfAPDQxd,andrewgatto,32,0,,,https://www.threads.net/@andrewgatto/post/DQ5EfAPDQxd,0,suicide,sad,english
Happy birthday Marines 🦅🌎⚓️ congrats on another year of being the most badass branch of the United States military,1762791066,3762886658166457583_63490216874,DQ4dXqeEYTv,christina_kelly_,149,0,,,https://www.threads.net/@christina_kelly_/post/DQ4dXqeEYTv,0,suicide,sad,english
"‘Churches should pay taxes’ ok but billionaires don’t pay taxes. How about we fix that problem first, instead of trying something that’s going to obviously hamper small and struggling churches, synagogues, and mosques the most.",1762792617,3762899664031544477_63090604275,DQ4gU7ICXSd,kateravenbooks,22,0,,,https://www.threads.net/@kateravenbooks/post/DQ4gU7ICXSd,0,suicide,sad,english
Reuters: U.S. SUPREME COURT REJECTS CASE THAT THREATENED ITS LANDMARK 2015 RULING RECOGNIZING A CONSTITUTIONAL RIGHT TO SAME-SEX MARRIAGE,1762785610,3762840888184798908_63255043496,DQ4S9n2kf68,griffinkyle,7137,0,,,https://www.threads.net/@griffinkyle/post/DQ4S9n2kf68,0,suicide,sad,english
"So... the silver lining is that the Epstein files look like they'll be released before Christmas

What a gift",1762781804,3762808956410407494_63608392146,DQ4Ls9EgCpG,feministajones,630,0,,,https://www.threads.net/@feministajones/post/DQ4Ls9EgCpG,0,suicide,sad,english
"Feels so nice to be both back in my Mustang Mach-E Rally *and* charging on Hyperchargers⚡️

📍IONNA, Janesville WI",1762741173,3762468118560897654_63855779536,DQ2-NHFjfp2,drivingonelectrons,17,0,,,https://www.threads.net/@drivingonelectrons/post/DQ2-NHFjfp2,0,suicide,sad,english
"BREAKING: The Supreme Court denied an attempt to challenge Obergefell v. Hodges, the case affirming marriage equality nationwide.

Our freedom to marry remains the law of the land.",1762785961,3762843830077778561_63286032016,DQ4TobtDmqB,aclu_nationwide,23808,0,,,https://www.threads.net/@aclu_nationwide/post/DQ4TobtDmqB,0,suicide,sad,english
I survived suicide 3x times. I say that loudly and proudly.,1762826806,3763186462737839838_63613760004,DQ5hiZPDDbe,otmnick,619,0,,,https://www.threads.net/@otmnick/post/DQ5hiZPDDbe,0,suicide,sad,english
You are loved hun ❤️🇦🇺,1762829594,3763209853900760937_75555257100,DQ5m2x9ASdp,catd74,1,0,,,https://www.threads.net/@catd74/post/DQ5m2x9ASdp,0,suicide,sad,english
"Glad you're here ❤️
I survived twice but i'm not completely safe yet. But i'm trying.",1762830505,3763217496896241207_67517425000,DQ5omADCP43,linm2019,1,0,,,https://www.threads.net/@linm2019/post/DQ5omADCP43,0,suicide,sad,english
Glad you're here!! I tried once terrible times,1762828097,3763197289914200162_77323451414,DQ5j_81DHBi,charitylynn2025,2,0,,,https://www.threads.net/@charitylynn2025/post/DQ5j_81DHBi,0,suicide,sad,english
🫂 🫂🙏,1762836263,3763265795112792779_63401662114,DQ5zk1RE3LL,being_lun,0,0,,,https://www.threads.net/@being_lun/post/DQ5zk1RE3LL,0,suicide,sad,english
Thank you for sharing! Not many are willing to share. There are many who need you here ❤️❤️❤️,1762834124,3763247851099705126_68732421140,DQ5vftmjM8m,jgirldeland,0,0,,,https://www.threads.net/@jgirldeland/post/DQ5vftmjM8m,0,suicide,sad,english
I’m glad you’re here with us!,1762830699,3763219124395779737_76241957177,DQ5o9rxkSaZ,lou17614,1,0,,,https://www.threads.net/@lou17614/post/DQ5o9rxkSaZ,0,suicide,sad,english
I’m glad you’re here,1762829307,3763207443074613865_76716884066,DQ5mTsskYJp,dr.tothebone,1,0,,,https://www.threads.net/@dr.tothebone/post/DQ5mTsskYJp,0,suicide,sad,english
Hugs there bud,1762828142,3763197672208247662_77432559446,DQ5kFg3jKtu,jawsphoto007,1,0,,,https://www.threads.net/@jawsphoto007/post/DQ5kFg3jKtu,0,suicide,sad,english
🎉🎉🎉🎉,1762830445,3763216991516410660_63287751159,DQ5oepYDMMk,quincy_cole18,0,0,,,https://www.threads.net/@quincy_cole18/post/DQ5oepYDMMk,0,suicide,sad,english
🫂,1762829135,3763205998589541152_70906422532,DQ5l-rajHsg,jane_da_ghoster,0,0,,,https://www.threads.net/@jane_da_ghoster/post/DQ5l-rajHsg,0,suicide,sad,english
That's awesome. Your meant for something big,1762835527,3763259621709230026_76589027493,DQ5yK_1jK_K,themoderngentlemanwithdreams,0,0,,,https://www.threads.net/@themoderngentlemanwithdreams/post/DQ5yK_1jK_K,0,suicide,sad,english
We’re glad you survived!!!,1762826921,3763187425431593692_63423726409,DQ5hwZ0ESLc,kileydashiell,2,0,,,https://www.threads.net/@kileydashiell/post/DQ5hwZ0ESLc,0,suicide,sad,english
Thankful you're here.,1762830502,3763217469247709334_68821442486,DQ5olmTDeCW,kuhnkri_,1,0,,,https://www.threads.net/@kuhnkri_/post/DQ5olmTDeCW,0,suicide,sad,english
"Surviving that and still standing is nothing short of remarkable. Your story is powerful and gives hope to so many, keep owning your light. 💡",1762831779,3763228180426437580_63145007769,DQ5rBd3DrPM,its_deebae,1,0,,,https://www.threads.net/@its_deebae/post/DQ5rBd3DrPM,0,suicide,sad,english
You belong here ♥️♥️,1762828378,3763199649487325462_64221748271,DQ5kiSWkQkW,reegreen2019,1,0,,,https://www.threads.net/@reegreen2019/post/DQ5kiSWkQkW,0,suicide,sad,english
I hope you went to therapy bro,1762832038,3763230351549374782_63145395340,DQ5rhD4EaE-,rvaldez1023,0,0,,,https://www.threads.net/@rvaldez1023/post/DQ5rhD4EaE-,0,suicide,sad,english
I'm a suicide survivor and I am proud to say Jesus is my Savior. He is my healer. He is my protector.,1762830500,3763217447772801242_63287751159,DQ5olSTDMja,quincy_cole18,6,0,,,https://www.threads.net/@quincy_cole18/post/DQ5olSTDMja,0,suicide,sad,english
🤣,1762831802,3763228375520190938_71205961259,DQ5rETjjSHa,slatanicsoldier,0,0,,,https://www.threads.net/@slatanicsoldier/post/DQ5rETjjSHa,0,suicide,sad,english
I don't get what's funny.,1762831913,3763229306286538065_63287751159,DQ5rR2ZjH1R,quincy_cole18,3,0,,,https://www.threads.net/@quincy_cole18/post/DQ5rR2ZjH1R,0,suicide,sad,english
It’s not funny. That guy is just a bitch ass punk. Predictable white male punk.,1762834150,3763248069153138412_64978257943,DQ5vi4rjCbs,mbert1,0,0,,,https://www.threads.net/@mbert1/post/DQ5vi4rjCbs,0,suicide,sad,english
You survived for a reason. ❤️❤️❤️,1762834476,3763250801163761260_63068468586,DQ5wKpEEfZs,pshimamoto30,0,0,,,https://www.threads.net/@pshimamoto30/post/DQ5wKpEEfZs,0,suicide,sad,english
"Stay, if u knew devastation you leave behind i do x2",1762829244,3763206915020287903_72546263787,DQ5mMA6E--f,pierrie_de_ronsandrose,0,0,,,https://www.threads.net/@pierrie_de_ronsandrose/post/DQ5mMA6E--f,0,suicide,sad,english
I’m glad you’re here!,1762827260,3763190270771596018_63290827283,DQ5iZzvjAry,candibea66,1,0,,,https://www.threads.net/@candibea66/post/DQ5iZzvjAry,0,suicide,sad,english
"I deleted a post I made about how what happened yesterday shows why people are frustrated with Democrats. 

I was reminded that it’s not helpful to generalize. Let’s hold the 8 accountable without erasing the efforts of those who stood their ground.",1762789417,3762872817533500260_63094153327,DQ4aOQYDrtk,erika_lucas07,97,0,,,https://www.threads.net/@erika_lucas07/post/DQ4aOQYDrtk,0,suicide,sad,english
I hope Kim Davis is having a really shitty day.,1762793522,3762907256023209253_63291411067,DQ4iDZuANUl,bitchywaiter,1629,0,,,https://www.threads.net/@bitchywaiter/post/DQ4iDZuANUl,0,suicide,sad,english
"Which is the costliest trio ever released from these five IPL teams? 🤔💸

And tell us — which trio would you have loved to see play together in the same team? 😍🔥

Drop your picks below! 👇

#IPL #RCB #DC #KKR #RR #SRH #Sportskeeda",1762777710,3762774603039990823_63478265328,DQ4D5DAD2Qn,sportskeedacricket,84,0,,,https://www.threads.net/@sportskeedacricket/post/DQ4D5DAD2Qn,0,suicide,sad,english
251109 TWICE 6TH World Tour ( Melbourne ),1762766935,3762684225394008522_63308049721,DQ3vV4Qk2HK,dahyun_dubu7,10,0,,,https://www.threads.net/@dahyun_dubu7/post/DQ3vV4Qk2HK,0,suicide,sad,english
TuPaiMeOdia 💔💔💔,1762757249,3762602857648421814_63449161036,DQ3c10pAPu2,elmalilla_,415,0,,"['https://instagram.fala6-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQNRaiurffoL52tS5iMwQxsxhSZpCnAk5_jDefGOqAymWNgPUfeQrw5-aM0wpBqaHoESIkROB5biq4nG-bGucFvhIGYsKpeRLzfFhmA.mp4?_nc_cat=109&_nc_oc=Adk7aL0Dqd7TPjSt3V96_5Z__pfF0Y4nYsVXaJ9VUAiWjyEA_1b3sB9_dU5N5uUJUt8&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=aHwkt5pqkhUQ7kNvwEmvLk4&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyMDUzNDMyMTMyMTQzNTgwLCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAxNjQsImR1cmF0aW9uX3MiOjI1LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=f26f005262574ceb&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC80QjQ2MEIzQTdENjRGN0FGMkRCOTVDQTc3OEZBMjI5Q192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRlVma2lKbG1tX0pqQUFEQUlGZFlKUDROYWtuYnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmuKf0zL3lpQcVAigCQzMsF0A5EOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=YR3CHdLk_wGVkF6LgKF9XA&_nc_zt=28&oh=00_Afh6hK3Rm37c9u40EYH3hGMnOKrOILOoZEiWOsnYHW-7xg&oe=691491FB', 'https://instagram.fala6-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQNRaiurffoL52tS5iMwQxsxhSZpCnAk5_jDefGOqAymWNgPUfeQrw5-aM0wpBqaHoESIkROB5biq4nG-bGucFvhIGYsKpeRLzfFhmA.mp4?_nc_cat=109&_nc_oc=Adk7aL0Dqd7TPjSt3V96_5Z__pfF0Y4nYsVXaJ9VUAiWjyEA_1b3sB9_dU5N5uUJUt8&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=aHwkt5pqkhUQ7kNvwEmvLk4&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyMDUzNDMyMTMyMTQzNTgwLCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAxNjQsImR1cmF0aW9uX3MiOjI1LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=f26f005262574ceb&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC80QjQ2MEIzQTdENjRGN0FGMkRCOTVDQTc3OEZBMjI5Q192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRlVma2lKbG1tX0pqQUFEQUlGZFlKUDROYWtuYnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmuKf0zL3lpQcVAigCQzMsF0A5EOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=YR3CHdLk_wGVkF6LgKF9XA&_nc_zt=28&oh=00_Afh6hK3Rm37c9u40EYH3hGMnOKrOILOoZEiWOsnYHW-7xg&oe=691491FB', 'https://instagram.fala6-1.fna.fbcdn.net/o1/v/t16/f2/m84/AQNRaiurffoL52tS5iMwQxsxhSZpCnAk5_jDefGOqAymWNgPUfeQrw5-aM0wpBqaHoESIkROB5biq4nG-bGucFvhIGYsKpeRLzfFhmA.mp4?_nc_cat=109&_nc_oc=Adk7aL0Dqd7TPjSt3V96_5Z__pfF0Y4nYsVXaJ9VUAiWjyEA_1b3sB9_dU5N5uUJUt8&_nc_sid=5e9851&_nc_ht=instagram.fala6-1.fna.fbcdn.net&_nc_ohc=aHwkt5pqkhUQ7kNvwEmvLk4&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyMDUzNDMyMTMyMTQzNTgwLCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAxNjQsImR1cmF0aW9uX3MiOjI1LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=f26f005262574ceb&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC80QjQ2MEIzQTdENjRGN0FGMkRCOTVDQTc3OEZBMjI5Q192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRlVma2lKbG1tX0pqQUFEQUlGZFlKUDROYWtuYnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmuKf0zL3lpQcVAigCQzMsF0A5EOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=YR3CHdLk_wGVkF6LgKF9XA&_nc_zt=28&oh=00_Afh6hK3Rm37c9u40EYH3hGMnOKrOILOoZEiWOsnYHW-7xg&oe=691491FB']",https://www.threads.net/@elmalilla_/post/DQ3c10pAPu2,0,suicide,sad,english
"Parenting advice from a mother who lost their child to suicide: 

“Let your children be who they are”",1762825053,3763171759261588723_72403266071,DQ5eMbjkZzz,sajisamii,1539,0,,,https://www.threads.net/@sajisamii/post/DQ5eMbjkZzz,0,suicide,sad,english
Or listen to your Kids or be the one they can trust woth their issues,1762836033,3763263867762257717_70324811987,DQ5zIySCC81,basboozz,0,0,,,https://www.threads.net/@basboozz/post/DQ5zIySCC81,0,suicide,sad,english
"Just to clarify, It was a good friend’s mom that gave me the advice, but it’s the most important parenting advice that I’ve ever gotten and will never forget 💚",1762827352,3763191047364104407_72403266071,DQ5ilHAEVDX,sajisamii,185,0,,,https://www.threads.net/@sajisamii/post/DQ5ilHAEVDX,0,suicide,sad,english
Authoritarian/strict parents think they’re teaching their kids how to behave as an adult. They’re not. They’re just ensuring that their kids won’t want to have anything to do with them once they’re adults and live on their own.,1762830396,3763216575114401655_64610879970,DQ5oYlkjld3,billfitz67,146,0,,,https://www.threads.net/@billfitz67/post/DQ5oYlkjld3,0,suicide,sad,english
"Allowing your children to be their true authentic self is the greatest gift you can give. Anything else, is a contract",1762831149,3763222893128824288_77898695663,DQ5p0hrj7Xg,galey433,77,0,,,https://www.threads.net/@galey433/post/DQ5p0hrj7Xg,0,suicide,sad,english
Whew! A word.,1762831204,3763223358285315987_72403266071,DQ5p7S5DH-T,sajisamii,4,0,,,https://www.threads.net/@sajisamii/post/DQ5p7S5DH-T,0,suicide,sad,english
"Yes. If my brother could come back, I’d welcome him no matter what his life choices would be 💔",1762834938,3763254682740189298_68356007402,DQ5xDIEDehy,lynne_waremares,2,0,,,https://www.threads.net/@lynne_waremares/post/DQ5xDIEDehy,0,suicide,sad,english
You're right a lot of parents try to set them on your own path not theirs....your job is to figure out who they are and help them get there,1762830136,3763214395972011125_72837154228,DQ5n44FjER1,dippingatoein,28,0,,,https://www.threads.net/@dippingatoein/post/DQ5n44FjER1,0,suicide,sad,english
Exactly this. We don’t own our children. They belong to themselves. We’re here to guide them to their best selves,1762830917,3763220950419247079_72403266071,DQ5pYQZDA_n,sajisamii,21,0,,,https://www.threads.net/@sajisamii/post/DQ5pYQZDA_n,0,suicide,sad,english
Couldn't agree more,1762831017,3763221788256685940_72837154228,DQ5pkcsDM90,dippingatoein,1,0,,,https://www.threads.net/@dippingatoein/post/DQ5pkcsDM90,0,suicide,sad,english
🙏🏾🙏🏾,1762825175,3763172784903103114_71016433000,DQ5ebWwkSKK,icoach_3,1,0,,,https://www.threads.net/@icoach_3/post/DQ5ebWwkSKK,0,suicide,sad,english
